
#       Pokémon		HP	Attack	Defense	Total	Average	Max CP
107	Hitmonchan	Hitmonchan	137	193	197	527	175.67	2332
108	Lickitung	Lickitung	207	108	137	452	150.67	1411
109	Koffing	Koffing	120	119	141	380	126.67	1214
110	Weezing	Weezing	163	174	197	534	178	2293
111	Rhyhorn	Rhyhorn	190	140	127	457	152.33	1651
112	Rhydon	Rhydon	233	222	171	626	208.67	3179
113	Chansey	Chansey	487	60	128	675	225	1255
114	Tangela	Tangela	163	183	169	515	171.67	2238
115	Kangaskhan	Kangaskhan	233	181	165	579	193	2586
116	Horsea	Horsea	102	129	103	334	111.33	1056
117	Seadra	Seadra	146	187	156	489	163	2093
118	Goldeen	Goldeen	128	123	110	361	120.33	1152
119	Seaking	Seaking	190	175	147	512	170.67	2162
120	Staryu	Staryu	102	137	112	351	117	1157
121	Starmie	Starmie	155	210	184	549	183	2584
122	Mr. Mime	Mr. Mime	120	192	205	517	172.33	2228
123	Scyther	Scyther	172	218	170	560	186.67	2706
124	Jynx	Jynx	163	223	151	537	179	2555
125	Electabuzz	Electabuzz	163	198	158	519	173	2334
126	Magmar	Magmar	163	206	154	523	174.33	2394
127	Pinsir	Pinsir	163	238	182	583	194.33	2959
128	Tauros	Tauros	181	198	183	562	187.33	2620
129	Magikarp	Magikarp	85	29	85	199	66.33	274
130	Gyarados	Gyarados	216	237	186	639	213	3391
131	Lapras	Lapras	277	165	174	616	205.33	2641
132	Ditto	Ditto	134	91	91	316	105.33	832
133	Eevee	Eevee	146	104	114	364	121.33	1071
134	Vaporeon	Vaporeon	277	205	161	643	214.33	3114
135	Jolteon	Jolteon	163	232	182	577	192.33	2888
136	Flareon	Flareon	163	246	179	588	196	3029
137	Porygon	Porygon	163	153	136	452	150.67	1720
138	Omanyte	Omanyte	111	155	153	419	139.67	1544
139	Omastar	Omastar	172	207	201	580	193.33	2786
140	Kabuto	Kabuto	102	148	140	390	130	1370
141	Kabutops	Kabutops	155	220	186	561	187	2713
142	Aerodactyl	Aerodactyl	190	221	159	570	190	2783
143	Snorlax	Snorlax	330	190	169	689	229.67	3225
144	Articuno	Articuno	207	192	236	635	211.67	3051
145	Zapdos	Zapdos	207	253	185	645	215	3527
146	Moltres	Moltres	207	251	181	639	213	3465
147	Dratini	Dratini	121	119	91	331	110.33	1004
148	Dragonair	Dragonair	156	163	135	454	151.33	1780
149	Dragonite	Dragonite	209	263	198	670	223.33	3792
150	Mewtwo	Mewtwo	214	300	182	696	232	4178
150A	Mewtwo	Mewtwo	214	182	278	674	224.67	3187
151	Mew	Mew	225	210	210	645	215	3265
152	Chikorita	Chikorita	128	92	122	342	114	935
153	Bayleef	Bayleef	155	122	155	432	144	1454
154	Meganium	Meganium	190	168	202	560	186.67	2410
155	Cyndaquil	Cyndaquil	118	116	93	327	109	980
156	Quilava	Quilava	151	158	126	435	145	1653
157	Typhlosion	Typhlosion	186	223	173	582	194	2889
158	Totodile	Totodile	137	117	109	363	121	1131
159	Croconaw	Croconaw	163	150	142	455	151.67	1722
160	Feraligatr	Feraligatr	198	205	188	591	197	2857
161	Sentret	Sentret	111	79	73	263	87.67	618
162	Furret	Furret	198	148	125	471	157	1758
163	Hoothoot	Hoothoot	155	67	88	310	103.33	677
164	Noctowl	Noctowl	225	145	156	526	175.33	2024
165	Ledyba	Ledyba	120	72	118	310	103.33	728
166	Ledian	Ledian	146	107	179	432	144	1346
167	Spinarak	Spinarak	120	105	73	298	99.33	816
168	Ariados	Ariados	172	161	124	457	152.33	1772
169	Crobat	Crobat	198	194	178	570	190	2646
170	Chinchou	Chinchou	181	106	97	384	128	1119
171	Lanturn	Lanturn	268	146	137	551	183.67	2085
172	Pichu	Pichu	85	77	53	215	71.67	473
173	Cleffa	Cleffa	137	75	79	291	97	671
174	Igglybuff	Igglybuff	207	69	32	308	102.67	535
175	Togepi	Togepi	111	67	116	294	98	657
176	Togetic	Togetic	146	139	181	466	155.33	1708
177	Natu	Natu	120	134	89	343	114.33	1102
178	Xatu	Xatu	163	192	146	501	167	2188
179	Mareep	Mareep	146	114	79	339	113	991
180	Flaaffy	Flaaffy	172	145	109	426	142	1521
181	Ampharos	Ampharos	207	211	169	587	195.67	2852
182	Bellossom	Bellossom	181	169	186	536	178.67	2281
183	Marill	Marill	172	37	93	302	100.67	461
184	Azumarill	Azumarill	225	112	152	489	163	1588
185	Sudowoodo	Sudowoodo	172	167	176	515	171.67	2148
186	Politoed	Politoed	207	174	179	560	186.67	2449
187	Hoppip	Hoppip	111	67	94	272	90.67	600
188	Skiploom	Skiploom	146	91	120	357	119	976
189	Jumpluff	Jumpluff	181	118	183	482	160.67	1636
190	Aipom	Aipom	146	136	112	394	131.33	1348
191	Sunkern	Sunkern	102	55	55	212	70.67	395
192	Sunflora	Sunflora	181	185	135	501	167	2141
193	Yanma	Yanma	163	154	94	411	137	1470
194	Wooper	Wooper	146	75	66	287	95.67	641
195	Quagsire	Quagsire	216	152	143	511	170.33	1992
196	Espeon	Espeon	163	261	175	599	199.67	3170
197	Umbreon	Umbreon	216	126	240	582	194	2137
198	Murkrow	Murkrow	155	175	87	417	139	1562
199	Slowking	Slowking	216	177	180	573	191	2545
200	Misdreavus	Misdreavus	155	167	154	476	158.67	1926
201	Unown	Unown	134	136	91	361	120.33	1185
202	Wobbuffet	Wobbuffet	382	60	106	548	182.67	1026
203	Girafarig	Girafarig	172	182	133	487	162.33	2046
204	Pineco	Pineco	137	108	122	367	122.33	1108
205	Forretress	Forretress	181	161	205	547	182.33	2282
206	Dunsparce	Dunsparce	225	131	128	484	161.33	1689
207	Gligar	Gligar	163	143	184	490	163.33	1857
208	Steelix	Steelix	181	148	272	601	200.33	2414
209	Snubbull	Snubbull	155	137	85	377	125.67	1237
210	Granbull	Granbull	207	212	131	550	183.33	2552
211	Qwilfish	Qwilfish	163	184	138	485	161.67	2051
212	Scizor	Scizor	172	236	181	589	196.33	3001
213	Shuckle	Shuckle	85	17	396	498	166	405
214	Heracross	Heracross	190	234	179	603	201	3101
215	Sneasel	Sneasel	146	189	146	481	160.33	2051
216	Teddiursa	Teddiursa	155	142	93	390	130	1328
217	Ursaring	Ursaring	207	236	144	587	195.67	2945
218	Slugma	Slugma	120	118	71	309	103	895
219	Magcargo	Magcargo	137	139	191	467	155.67	1702
220	Swinub	Swinub	137	90	69	296	98.67	741
221	Piloswine	Piloswine	225	181	138	544	181.33	2345
222	Corsola	Corsola	146	118	156	420	140	1378
223	Remoraid	Remoraid	111	127	69	307	102.33	912
224	Octillery	Octillery	181	197	141	519	173	2315
225	Delibird	Delibird	128	128	90	346	115.33	1094
226	Mantine	Mantine	163	148	226	537	179	2108
227	Skarmory	Skarmory	163	148	226	537	179	2108
228	Houndour	Houndour	128	152	83	363	121	1234
229	Houndoom	Houndoom	181	224	144	549	183	2635
230	Kingdra	Kingdra	181	194	194	569	189.67	2641
231	Phanpy	Phanpy	207	107	98	412	137.33	1206
232	Donphan	Donphan	207	214	185	606	202	3013
233	Porygon2	Porygon2	198	198	180	576	192	2711
234	Stantler	Stantler	177	192	131	500	166.67	2164
235	Smeargle	Smeargle	146	40	83	269	89.67	431
236	Tyrogue	Tyrogue	111	64	64	239	79.67	492
237	Hitmontop	Hitmontop	137	173	207	517	172.33	2156
238	Smoochum	Smoochum	128	153	91	372	124	1291
239	Elekid	Elekid	128	135	101	364	121.33	1206
240	Magby	Magby	128	151	99	378	126	1323
241	Miltank	Miltank	216	157	193	566	188.67	2354
242	Blissey	Blissey	496	129	169	794	264.67	2757
243	Raikou	Raikou	207	241	195	643	214.33	3452
244	Entei	Entei	251	235	171	657	219	3473
245	Suicune	Suicune	225	180	235	640	213.33	2983
246	Larvitar	Larvitar	137	115	93	345	115	1040
247	Pupitar	Pupitar	172	155	133	460	153.33	1766
248	Tyranitar	Tyranitar	225	251	207	683	227.67	3834
249	Lugia	Lugia	235	193	310	738	246	3703
250	Ho-Oh	Ho-Oh	214	239	244	697	232.33	3863
251	Celebi	Celebi	225	210	210	645	215	3265
252	Treecko	Treecko	120	124	94	338	112.67	1053
253	Grovyle	Grovyle	137	172	120	429	143	1673
254	Sceptile	Sceptile	172	223	169	564	188	2757
255	Torchic	Torchic	128	130	87	345	115	1093
256	Combusken	Combusken	155	163	115	433	144.33	1652
257	Blaziken	Blaziken	190	240	141	571	190.33	2848
258	Mudkip	Mudkip	137	126	93	356	118.67	1128
259	Marshtomp	Marshtomp	172	156	133	461	153.67	1776
260	Swampert	Swampert	225	208	175	608	202.67	2974
261	Poochyena	Poochyena	111	96	61	268	89.33	678
262	Mightyena	Mightyena	172	171	132	475	158.33	1926
263	Zigzagoon	Zigzagoon	116	58	80	254	84.67	508
264	Linoone	Linoone	186	142	128	456	152	1662
265	Wurmple	Wurmple	128	75	59	262	87.33	578
266	Silcoon	Silcoon	137	60	77	274	91.33	553
267	Beautifly	Beautifly	155	189	98	442	147.33	1765
268	Cascoon	Cascoon	137	60	77	274	91.33	553
269	Dustox	Dustox	155	98	162	415	138.33	1224
270	Lotad	Lotad	120	71	77	268	89.33	598
271	Lombre	Lombre	155	112	119	386	128.67	1197
272	Ludicolo	Ludicolo	190	173	176	539	179.67	2323
273	Seedot	Seedot	120	71	77	268	89.33	598
274	Nuzleaf	Nuzleaf	172	134	78	384	128	1227
275	Shiftry	Shiftry	207	200	121	528	176	2333
276	Taillow	Taillow	120	106	61	287	95.67	765
277	Swellow	Swellow	155	185	124	464	154.67	1920
278	Wingull	Wingull	120	106	61	287	95.67	765
279	Pelipper	Pelipper	155	175	174	504	168	2127
280	Ralts	Ralts	99	79	59	237	79	539
281	Kirlia	Kirlia	116	117	90	323	107.67	966
282	Gardevoir	Gardevoir	169	237	195	601	200.33	3093
283	Surskit	Surskit	120	93	87	300	100	791
284	Masquerain	Masquerain	172	192	150	514	171.33	2270
285	Shroomish	Shroomish	155	74	110	339	113	810
286	Breloom	Breloom	155	241	144	540	180	2628
287	Slakoth	Slakoth	155	104	92	351	117	1002
288	Vigoroth	Vigoroth	190	159	145	494	164.67	1968
289	Slaking	Slaking	284	290	166	740	246.67	4431
290	Nincada	Nincada	104	80	126	310	103.33	768
291	Ninjask	Ninjask	156	199	112	467	155.67	1969
292	Shedinja	Shedinja	1	153	73	227	75.67	393
293	Whismur	Whismur	162	92	42	296	98.67	671
294	Loudred	Loudred	197	134	81	412	137.33	1327
295	Exploud	Exploud	232	179	137	548	182.67	2347
296	Makuhita	Makuhita	176	99	54	329	109.67	817
297	Hariyama	Hariyama	302	209	114	625	208.33	2829
298	Azurill	Azurill	137	36	71	244	81.33	364
299	Nosepass	Nosepass	102	82	215	399	133	993
300	Skitty	Skitty	137	84	79	300	100	739
301	Delcatty	Delcatty	172	132	127	431	143.67	1496
302	Sableye	Sableye	137	141	136	414	138	1476
303	Mawile	Mawile	137	155	141	433	144.33	1634
304	Aron	Aron	137	121	141	399	133	1307
305	Lairon	Lairon	155	158	198	511	170.33	2056
306	Aggron	Aggron	172	198	257	627	209	3000
307	Meditite	Meditite	102	78	107	287	95.67	693
308	Medicham	Medicham	155	121	152	428	142.67	1431
309	Electrike	Electrike	120	123	78	321	107	965
310	Manectric	Manectric	172	215	127	514	171.33	2340
311	Plusle	Plusle	155	167	129	451	150.33	1778
312	Minun	Minun	155	147	150	452	150.67	1694
313	Volbeat	Volbeat	163	143	166	472	157.33	1771
314	Illumise	Illumise	163	143	166	472	157.33	1771
315	Roselia	Roselia	137	186	131	454	151.33	1870
316	Gulpin	Gulpin	172	80	99	351	117	866
317	Swalot	Swalot	225	140	159	524	174.67	1978
318	Carvanha	Carvanha	128	171	39	338	112.67	1020
319	Sharpedo	Sharpedo	172	243	83	498	166	2181
320	Wailmer	Wailmer	277	136	68	481	160.33	1468
321	Wailord	Wailord	347	175	87	609	203	2280
322	Numel	Numel	155	119	79	353	117.67	1057
323	Camerupt	Camerupt	172	194	136	502	167.33	2193
324	Torkoal	Torkoal	172	151	203	526	175.33	2093
325	Spoink	Spoink	155	125	122	402	134	1334
326	Grumpig	Grumpig	190	171	188	549	183	2369
327	Spinda	Spinda	155	116	116	387	129	1220
328	Trapinch	Trapinch	128	162	78	368	122.67	1274
329	Vibrava	Vibrava	137	134	99	370	123.33	1225
330	Flygon	Flygon	190	205	168	563	187.67	2661
331	Cacnea	Cacnea	137	156	74	367	122.33	1242
332	Cacturne	Cacturne	172	221	115	508	169.33	2298
333	Swablu	Swablu	128	76	132	336	112	824
334	Altaria	Altaria	181	141	201	523	174.33	2004
335	Zangoose	Zangoose	177	222	124	523	174.33	2418
336	Seviper	Seviper	177	196	118	491	163.67	2105
337	Lunatone	Lunatone	207	178	153	538	179.33	2327
338	Solrock	Solrock	207	178	153	538	179.33	2327
339	Barboach	Barboach	137	93	82	312	104	819
340	Whiscash	Whiscash	242	151	141	534	178	2075
341	Corphish	Corphish	125	141	99	365	121.67	1230
342	Crawdaunt	Crawdaunt	160	224	142	526	175.33	2474
343	Baltoy	Baltoy	120	77	124	321	107	787
344	Claydol	Claydol	155	140	229	524	174.67	1971
345	Lileep	Lileep	165	105	150	420	140	1291
346	Cradily	Cradily	200	152	194	546	182	2211
347	Anorith	Anorith	128	176	100	404	134.67	1529
348	Armaldo	Armaldo	181	222	174	577	192.33	2848
349	Feebas	Feebas	85	29	85	199	66.33	274
350	Milotic	Milotic	216	192	219	627	209	3005
351	Castform	Castform	172	139	139	450	150	1632
351R	Castform	Castform	172	139	139	450	150	1632
351H	Castform	Castform	172	139	139	450	150	1632
351S	Castform	Castform	172	139	139	450	150	1632
352	Kecleon	Kecleon	155	161	189	505	168.33	2047
353	Shuppet	Shuppet	127	138	65	330	110	1018
354	Banette	Banette	162	218	126	506	168.67	2298
355	Duskull	Duskull	85	70	162	317	105.67	706
356	Dusclops	Dusclops	120	124	234	478	159.33	1591
357	Tropius	Tropius	223	136	163	522	174	1941
358	Chimecho	Chimecho	181	175	170	526	175.33	2259
359	Absol	Absol	163	246	120	529	176.33	2526
360	Wynaut	Wynaut	216	41	86	343	114.33	534
361	Snorunt	Snorunt	137	95	95	327	109	888
362	Glalie	Glalie	190	162	162	514	171.33	2105
363	Spheal	Spheal	172	95	90	357	119	962
364	Sealeo	Sealeo	207	137	132	476	158.67	1714
365	Walrein	Walrein	242	182	176	600	200	2726
366	Clamperl	Clamperl	111	133	135	379	126.33	1270
367	Huntail	Huntail	146	197	179	522	174	2340
368	Gorebyss	Gorebyss	146	211	179	536	178.67	2494
369	Relicanth	Relicanth	225	162	203	590	196.67	2528
370	Luvdisc	Luvdisc	125	81	128	334	111.33	848
371	Bagon	Bagon	128	134	93	355	118.33	1156
372	Shelgon	Shelgon	163	172	155	490	163.33	2031
373	Salamence	Salamence	216	277	168	661	220.33	3749
374	Beldum	Beldum	120	96	132	348	116	976
375	Metang	Metang	155	138	176	469	156.33	1721
376	Metagross	Metagross	190	257	228	675	225	3791
377	Regirock	Regirock	190	179	309	678	226	3122
378	Regice	Regice	190	179	309	678	226	3122
379	Registeel	Registeel	190	143	285	618	206	2447
380	Latias	Latias	190	228	246	664	221.33	3510
381	Latios	Latios	190	268	212	670	223.33	3812
382	Kyogre	Kyogre	205	270	228	703	234.33	4115
383	Groudon	Groudon	205	270	228	703	234.33	4115
384	Rayquaza	Rayquaza	213	284	170	667	222.33	3835
385	Jirachi	Jirachi	225	210	210	645	215	3265
386	Deoxys	Deoxys	137	345	115	597	199	3160
386A	Deoxys	Deoxys	137	414	46	597	199	2580
386D	Deoxys	Deoxys	137	144	330	611	203.67	2274
386S	Deoxys	Deoxys	137	230	218	585	195	2879
387	Turtwig	Turtwig	146	119	110	375	125	1187
388	Grotle	Grotle	181	157	143	481	160.33	1890
389	Torterra	Torterra	216	202	188	606	202	2934
390	Chimchar	Chimchar	127	113	86	326	108.67	957
391	Monferno	Monferno	162	158	105	425	141.67	1574
392	Infernape	Infernape	183	222	151	556	185.33	2683
393	Piplup	Piplup	142	112	102	356	118.67	1075
394	Prinplup	Prinplup	162	150	139	451	150.33	1701
395	Empoleon	Empoleon	197	210	186	593	197.67	2900
396	Starly	Starly	120	101	58	279	93	719
397	Staravia	Staravia	146	142	94	382	127.33	1299
398	Staraptor	Staraptor	198	234	140	572	190.67	2825
399	Bidoof	Bidoof	153	80	73	306	102	721
400	Bibarel	Bibarel	188	162	119	469	156.33	1823
401	Kricketot	Kricketot	114	45	74	233	77.67	401
402	Kricketune	Kricketune	184	160	100	444	148	1653
403	Shinx	Shinx	128	117	64	309	103	876
404	Luxio	Luxio	155	159	95	409	136.33	1486
405	Luxray	Luxray	190	232	156	578	192.67	2888
406	Budew	Budew	120	91	109	320	106.67	856
407	Roserade	Roserade	155	243	185	583	194.33	2971
408	Cranidos	Cranidos	167	218	71	456	152	1820
409	Rampardos	Rampardos	219	295	109	623	207.67	3298
410	Shieldon	Shieldon	102	76	195	373	124.33	890
411	Bastiodon	Bastiodon	155	94	286	535	178.33	1539
412	Burmy	Burmy	120	53	83	256	85.33	488
412G	Burmy	Burmy	120	53	83	256	85.33	488
412S	Burmy	Burmy	120	53	83	256	85.33	488
413	Wormadam	Wormadam	155	141	180	476	158.67	1773
413G	Wormadam	Wormadam	155	141	180	476	158.67	1773
413S	Wormadam	Wormadam	155	127	175	457	152.33	1593
414	Mothim	Mothim	172	185	98	455	151.67	1815
415	Combee	Combee	102	59	83	244	81.33	494
416	Vespiquen	Vespiquen	172	149	190	511	170.33	2005
417	Pachirisu	Pachirisu	155	94	172	421	140.33	1213
418	Buizel	Buizel	146	132	67	345	115	1054
419	Floatzel	Floatzel	198	221	114	533	177.67	2443
420	Cherubi	Cherubi	128	108	92	328	109.33	950
421	Cherrim	Cherrim	172	170	153	495	165	2048
421S	Cherrim	Cherrim	172	170	153	495	165	2048
422	Shellos	Shellos	183	103	105	391	130.33	1136
422E	Shellos	Shellos	183	103	105	391	130.33	1136
423	Gastrodon	Gastrodon	244	169	143	556	185.33	2324
423E	Gastrodon	Gastrodon	244	169	143	556	185.33	2324
424	Ambipom	Ambipom	181	205	143	529	176.33	2418
425	Drifloon	Drifloon	207	117	80	404	134.67	1197
426	Drifblim	Drifblim	312	180	102	594	198	2382
427	Buneary	Buneary	146	130	105	381	127	1258
428	Lopunny	Lopunny	163	156	194	513	171	2059
429	Mismagius	Mismagius	155	211	187	553	184.33	2615
430	Honchkrow	Honchkrow	225	243	103	571	190.33	2711
431	Glameow	Glameow	135	109	82	326	108.67	934
432	Purugly	Purugly	174	172	133	479	159.67	1953
433	Chingling	Chingling	128	114	94	336	112	1005
434	Stunky	Stunky	160	121	90	371	123.67	1151
435	Skuntank	Skuntank	230	184	132	546	182	2358
436	Bronzor	Bronzor	149	43	154	346	115.33	603
437	Bronzong	Bronzong	167	161	213	541	180.33	2239
438	Bonsly	Bonsly	137	124	133	394	131.33	1302
439	Mime Jr.	Mime Jr.	85	125	142	352	117.33	1095
440	Happiny	Happiny	225	25	77	327	109	371
441	Chatot	Chatot	183	183	91	457	152.33	1791
442	Spiritomb	Spiritomb	137	169	199	505	168.33	2072
443	Gible	Gible	151	124	84	359	119.67	1112
444	Gabite	Gabite	169	172	125	466	155.33	1874
445	Garchomp	Garchomp	239	261	193	693	231	3962
446	Munchlax	Munchlax	286	137	117	540	180	1892
447	Riolu	Riolu	120	127	78	325	108.33	993
448	Lucario	Lucario	172	236	144	552	184	2703
449	Hippopotas	Hippopotas	169	124	118	411	137	1358
450	Hippowdon	Hippowdon	239	201	191	631	210.33	3085
451	Skorupi	Skorupi	120	93	151	364	121.33	1009
452	Drapion	Drapion	172	180	202	554	184.67	2453
453	Croagunk	Croagunk	134	116	76	326	108.67	952
454	Toxicroak	Toxicroak	195	211	133	539	179.67	2488
455	Carnivine	Carnivine	179	187	136	502	167.33	2159
456	Finneon	Finneon	135	96	116	347	115.67	971
457	Lumineon	Lumineon	170	142	170	482	160.67	1814
458	Mantyke	Mantyke	128	105	179	412	137.33	1248
459	Snover	Snover	155	115	105	375	125	1159
460	Abomasnow	Abomasnow	207	178	158	543	181	2362
461	Weavile	Weavile	172	243	171	586	195.33	3005
462	Magnezone	Magnezone	172	238	205	615	205	3205
463	Lickilicky	Lickilicky	242	161	181	584	194.67	2467
464	Rhyperior	Rhyperior	251	241	190	682	227.33	3733
465	Tangrowth	Tangrowth	225	207	184	616	205.33	3030
466	Electivire	Electivire	181	249	163	593	197.67	3079
467	Magmortar	Magmortar	181	247	172	600	200	3132
468	Togekiss	Togekiss	198	225	217	640	213.33	3332
469	Yanmega	Yanmega	200	231	156	587	195.67	2946
470	Leafeon	Leafeon	163	216	219	598	199.33	2944
471	Glaceon	Glaceon	163	238	205	606	202	3126
472	Gliscor	Gliscor	181	185	222	588	196	2692
473	Mamoswine	Mamoswine	242	247	146	635	211.67	3328
474	Porygon-Z	Porygon-Z	198	264	150	612	204	3266
475	Gallade	Gallade	169	237	195	601	200.33	3093
